tension;circuit;début;fin;codeNat_debut;codeNat_fin;x_debut;y_debut;x_fin;y_fin;Longueur / length (km);IST_E1 (Amp);IST_IS1 (Amp);IST_IS2 (Amp);IST_H1 (Amp);Rd (Ohm);Xd (Ohm);Hd/2 (µS);Cd (nF)
225kV;2;CLEON;GRAND-COURONNE;CLEON;G.COU;557520,43;6915001,75;554175,88;6918579,68;5473;1308;1408;1408;1478;0,329;2,198;7,908;50,342
225kV;1;COLAYRAC;GUPIE;COLAY;GUPIE;505420,41;6350613,43;473008,47;6387575,61;53496;895;980;;1070;3,214;21,383;77,387;492,659
225kV;1;COLAYRAC;DONZAC;COLAY;DONZA;505420,41;6350613,43;525700,13;6336144,55;29278;831;984;984;1099;1,756;11,772;41,8;266,109
225kV;1;COMMERVEIL;CHAMPFLEUR;COMM7;CPFL5;505502,49;6805048,37;485695,93;6812215,52;21943;1249;1316;1316;1389;1,317;8,75;31,778;202,308
225kV;1;COMPIEGNE;MORU;COMPI;MORU ;688469,58;6926159,58;676332,87;6912439,03;21472;716;817;817;910;1,82;8,91;29,45;
225kV;1;COMPIEGNE;LATENA;COMPI;LATEN;688469,58;6926159,58;695422,25;6950927,61;35410;881;964;964;1040;3,041;14,566;49,468;314,924
225kV;1;CONCARNEAU;SQUIVIDAN;CONCA;SQUIV;185618,44;6777399,27;174841,62;6792039,08;26103;1056;1123;1123;1189;1,516;10,244;37,528;238,911
225kV;1;CONCARNEAU;POTEAU-ROUGE;CONCA;P.ROU;185618,44;6777399,27;228345,42;6766240,29;56304;1056;1123;1123;1189;3,245;22,203;81,679;519,984
225kV;1;CONFLUENT;PARISET;CONF5;PARIS;912248,1;6458952,26;912033,56;6457101,05;2045;850;850;1078;1078;0,12;0,78;9;
225kV;1;CONFLUENT;CHAMPAGNIER;CONF5;CPNIE;912248,1;6458952,26;913054,19;6448886,51;22412;618;718;718;800;1,76;9,15;30;
225kV;1;CONTAMINE;GRAND-COEUR;CONTA;G.COE;977513,9;6494533,2;972264,84;6496737,91;8384;966;1076;1076;1168;0,548;3,245;12,125;77,19
225kV;1;CONTAMINE;MALGOVERT;CONTA;MALGO;977513,9;6494533,2;995305,09;6509202,75;27527;565;673;673;765;2,26;10,86;38;
225kV;1;COQUAINVILLIERS;DRONNIERE (LA);COQUA;DRONN;495675,89;6905012,67;456431,68;6898344,68;41564;955;955;1130;1130;2,484;16,711;69,036;439,497
225kV;1;COQUAINVILLIERS;TOURBE;COQUA;TOURB;495675,89;6905012,67;461693,59;6894753,4;36875;1308;1408;1408;1478;2,212;14,928;52,505;334,257
225kV;1;COQUAINVILLIERS;ROUGEMONTIER;COQUA;ROUGE;495675,89;6905012,67;535293,77;6918286,96;46232;1308;1408;1408;1478;2,797;18,835;66,651;424,314
225kV;2;COQUAINVILLIERS;ROUGEMONTIER;COQUA;ROUGE;495675,89;6905012,67;535293,77;6918286,96;46234;1308;1408;1408;1478;2,765;18,62;65,864;419,3
225kV;1;CORBIERE (LA);DISTRE;CORBI;DISTR;438139,27;6715250,67;464320,67;6683192,95;45457;1213;1298;1298;1375;2,766;18,428;63,777;406,02
225kV;2;CORBIERE (LA);DISTRE;CORBI;DISTR;438139,27;6715250,67;464320,67;6683192,95;45808;1249;1337;1337;1434;2,745;18,496;65,419;416,468
225kV;3;CORBIERE (LA);DISTRE;CORBI;DISTR;438139,27;6715250,67;464320,67;6683192,95;45814;1249;1337;1337;1434;2,745;18,499;65,429;416,532
225kV;1;CORDEMAIS-POSTE;GUERSAC;COR.P;GUERS;332094,79;6698627,74;310045,03;6705856,25;25350;990;990;1210;1210;1,464;9,802;70,371;447,997
225kV;1;CORDEMAIS-POSTE;ST-JOSEPH;COR.P;SSJOS;332094,79;6698627,74;358242,12;6693046,5;35568;795;795;858;918;2,799;14,163;55,983;356,397
225kV;1;CORDEMAIS-POSTE;PONTCHATEAU;COR.P;PTCHA;332094,79;6698627,74;315837,87;6715922,92;30704;829;909;909;984;2,524;12,411;43,493;276,888
225kV;2;CORDEMAIS-POSTE;PONTCHATEAU;COR.P;PTCHA;332094,79;6698627,74;315837,87;6715922,92;24461;1249;1337;1337;1432;1,421;9,618;35,648;226,939
400kV;1;CORDEMAIS-POSTE;LOUISFERT;COR.P;LOUIS;332094,79;6698627,74;366982,78;6740494,84;55095;2200;2300;2300;2400;1,686;16,992;104,958;668,184
400kV;2;CORDEMAIS-POSTE;LOUISFERT;COR.P;LOUIS;332094,79;6698627,74;366982,78;6740494,84;55184;2200;2300;2300;2400;1,68;16,936;104,619;666,023
225kV;1;CORDEMAIS-POSTE;POTEAU-ROUGE;COR.P;P.ROU;332094,79;6698627,74;228345,42;6766240,29;130633;1249;1337;1337;1434;7,762;51,773;188,263;1198,522
400kV;2;CORDEMAIS-POSTE;MARTYRE (LA);COR.P;MARTY;332094,79;6698627,74;168746;6840196,66;238261;2200;2300;2300;2400;7,083;72,149;450,366;2867,118
400kV;2;CORDEMAIS-POSTE;DISTRE;COR.P;DISTR;332094,79;6698627,74;464320,67;6683192,95;150857;2200;2300;2300;2400;4,521;45,811;284,187;1809,192
225kV;1;CORNIER;PRESSY;CORNI;PRESS;954457,58;6559211,94;975103,66;6559587,48;22797;966;1076;1076;1168;1,453;8,965;33,211;211,43
400kV;1;CORNIER;MONTAGNY-LES-LANCHES;CORNI;M.LAN;954457,58;6559211,94;937102,21;6534109,34;68867;2304;2462;2462;2654;1,649;21,038;133,825;851,956
225kV;2;CORNIER;GENISSIAT-POSTE;CORNI;GEN.P;954457,58;6559211,94;916717,15;6554356,27;39423;396;660;660;830;2,437;15,786;57,103;363,53
400kV;1;CORNIER;GENISSIAT-POSTE;CORNI;GEN.P;954457,58;6559211,94;916717,15;6554356,27;41841;3456;3622;3622;3780;0,764;11,675;86,294;549,362
225kV;1;COSSIGNY;MORBRAS;COSSI;MORBR;676014,22;6847504,98;673992,03;6853299,64;6135;888;972;972;1049;0,516;2,482;8,671;55,201
225kV;1;COUCHEY;CHAMPVANS;COUCH;CPVAN;851221,15;6685789,21;885400,93;6669331,88;39710;847;985;985;1116;2,388;15,865;57,57;366,499
225kV;1;COUCHEY;VIELMOULIN;COUCH;VIELM;851221,15;6685789,21;827404,37;6693049,91;29900;800;900;900;1000;1,798;11,941;43,364;276,063
225kV;1;COUDON (LE);ESCAILLON (L );COUDO;ESCAI;941889,36;6233265,76;935426,05;6230215,25;13200;1062;1160;1160;1238;0,786;5,258;19,284;122,768
225kV;1;COUDON (LE);NEOULES;COUDO;NEOUL;941889,36;6233265,76;945420,04;6246765,15;16595;1001;1093;1093;1165;1,094;6,574;24,039;153,038
225kV;2;COUDON (LE);NEOULES;COUDO;NEOUL;941889,36;6233265,76;945420,04;6246765,15;16604;1001;1093;1093;1165;1,096;6,601;23,971;152,605
400kV;1;COULANGE;PIVOZ-CORDIER;COULA;P.COR;836686,6;6394067,4;837769,11;6480423,73;90711;2168;2308;2308;2448;2,725;27,563;171,027;1088,79
400kV;2;COULANGE;PIVOZ-CORDIER;COULA;P.COR;836686,6;6394067,4;837769,11;6480423,73;90718;2168;2308;2308;2448;2,706;27,369;169,847;1081,278
400kV;1;COULANGE;TRICASTIN-POSTE (LE);COULA;TRI.P;836686,6;6394067,4;836298,04;6360375,48;45370;2168;2308;2308;2448;1,371;13,485;84,062;535,158
400kV;2;COULANGE;TRICASTIN-POSTE (LE);COULA;TRI.P;836686,6;6394067,4;836298,04;6360375,48;45546;2168;2308;2308;2448;1,404;13,77;85,89;546,793
400kV;3;COULANGE;TRICASTIN-POSTE (LE);COULA;TRI.P;836686,6;6394067,4;836298,04;6360375,48;45546;2168;2308;2308;2448;1,404;13,77;85,89;546,793
400kV;1;COULANGE;TAVEL;COULA;TAVEL;836686,6;6394067,4;831766,12;6325302,14;73242;2144;2284;2284;2448;2,283;21,794;141,686;902,003
225kV;1;COURTRY;SENART;CZTRY;SENAR;683221,38;6827504,52;669635,68;6834395,47;18326;1172;1285;1285;1388;1,073;7,207;48,209;306,908
225kV;1;CRECHETS (LES);GUARBECQUE;CREC6;GUARB;679719,67;7062931,99;664842,27;7058140,71;23478;;;;;1,43;9,5;34,517;219,744
225kV;1;CRECHETS (LES);WEPPES;CREC6;WEPPE;679719,67;7062931,99;692641,1;7060715,89;14607;1273;1346;1346;1453;0,876;5,842;21,111;134,397
225kV;2;CRECHETS (LES);WEPPES;CREC6;WEPPE;679719,67;7062931,99;692641,1;7060715,89;14426;810;810;945;945;0,872;5,815;28,639;182,319
225kV;1;CRENEY;FRONCLES;CRENE;FRONC;784381,22;6805251,04;859373,42;6801520,69;84751;899;984;984;1061;6,818;34,112;120,212;765,294
225kV;1;CRENEY;ROSIERES;CRENE;ROSIE;784381,22;6805251,04;778235,67;6796248,17;30108;899;984;984;1061;2,31;12,393;42,021;267,514
400kV;1;CRENEY;REVIGNY;CRENE;REVIG;784381,22;6805251,04;846569,91;6859435,94;84290;2366;2400;2400;2600;2,595;27,828;146;929,462
400kV;1;CRENEY;MERY-SUR-SEINE;CRENE;M.SEI;784381,22;6805251,04;767888,47;6824700,12;26420;1812;1988;1988;2124;1,172;9,065;44,219;281,508
400kV;1;CRENEY;VIELMOULIN;CRENE;VIELM;784381,22;6805251,04;827404,37;6693049,91;122400;1684;1854;1854;1986;5,532;42,281;205,432;1307,819
400kV;1;CREYS;GRANDE-ILE;CREYS;G.ILE;891677,67;6520390,18;936573,13;6490238,03;59949;2946;3144;3144;3344;1,271;18,454;114,844;731,119
400kV;2;CREYS;GRANDE-ILE;CREYS;G.ILE;891677,67;6520390,18;936573,13;6490238,03;59961;2946;3144;3144;3344;1,271;18,452;114,833;731,048
400kV;1;CREYS;ST-VULBAS-OUEST;CREYS;SSV.O;891677,67;6520390,18;875338,44;6524027,18;21120;2946;3144;3144;3344;0,445;6,452;40,137;255,518
400kV;2;CREYS;ST-VULBAS-OUEST;CREYS;SSV.O;891677,67;6520390,18;875338,44;6524027,18;21120;2946;3144;3144;3344;0,445;6,448;40,112;255,363
400kV;1;CREYS;GENISSIAT-POSTE;CREYS;GEN.P;891677,67;6520390,18;916717,15;6554356,27;52982;2750;2875;2875;3000;1,112;16,141;108,028;687,728
400kV;2;CREYS;GENISSIAT-POSTE;CREYS;GEN.P;891677,67;6520390,18;916717,15;6554356,27;52982;2600;2700;2700;2800;1,113;16,161;100,729;641,263
225kV;1;CROIX-DE-METZ;LANEUVEVILLE;C.MET;LANEU;914627,46;6847506,58;938241,35;6843559,98;39040;899;984;984;1061;2,836;15,641;55,9;355,868
225kV;1;CROIX-DE-METZ;VOID;C.MET;VOID ;914627,46;6847506,58;892250,19;6848614,49;32175;1172;1285;1285;1388;1,931;12,851;46,555;296,38
225kV;1;CUBNEZAIS;GREZILLAC;CUBNE;GREZI;429709,65;6446896,97;444562,37;6417906,59;34160;932;1049;1049;1126;1,983;13,287;49,369;314,292
225kV;1;CUBNEZAIS;MONTGUYON;CUBNE;MTGUY;429709,65;6446896,97;447423,13;6461090,81;36716;951;1104;1104;1170;2,529;14,39;54,08;344,285
400kV;1;CUBNEZAIS;PLAUD;CUBNE;PLAUD;429709,65;6446896,97;534024,32;6536983,31;141227;1850;2194;2194;2370;4,332;48,595;232,649;1481,092
225kV;1;CUBNEZAIS;TUILIERES;CUBNE;TUILI;429709,65;6446896,97;512927,61;6419262,92;95931;1080;1185;1185;1289;3,867;26,093;226,232;1440,235
400kV;1;CUBNEZAIS;DONZAC;CUBNE;DONZA;429709,65;6446896,97;525700,13;6336144,55;185782;3150;3307;3307;3465;3,748;49,276;408,942;2603,404
400kV;2;CUBNEZAIS;DONZAC;CUBNE;DONZA;429709,65;6446896,97;525700,13;6336144,55;185799;3150;3307;3307;3465;3,748;49,28;407,805;2596,167
225kV;1;CUBNEZAIS;MARQUIS (LE);CUBNE;MQIS5;429709,65;6446896,97;420635,2;6440107,39;11884;1748;2048;2048;2222;0,359;3,488;22,04;140,309
400kV;1;CUBNEZAIS;SAUCATS;CUBNE;SAUCA;429709,65;6446896,97;413349,8;6397088,65;62591;2374;2522;2522;2624;1,876;19,02;117,897;750,554
400kV;2;CUBNEZAIS;SAUCATS;CUBNE;SAUCA;429709,65;6446896,97;413349,8;6397088,65;62536;2374;2522;2522;2624;1,887;19,144;118,608;755,08
400kV;1;DAMBRON;YVELINES-OUEST;DAMBR;YVE.O;614853,93;6779084,01;613956,06;6856615,58;113816;2366;2596;2596;2778;3,477;35,298;219,452;1397,074
400kV;1;DAMBRON;VERGER;DAMBR;VERGE;614853,93;6779084,01;594882,79;6735539,53;55724;2200;2300;2300;2400;1,664;16,881;104,598;665,889
400kV;2;DAMBRON;VERGER;DAMBR;VERGE;614853,93;6779084,01;594882,79;6735539,53;55724;2200;2300;2300;2400;1,664;16,882;104,518;665,379
400kV;2;DAMBRON;VILLEJUST;DAMBR;VLEJU;614853,93;6779084,01;643400,17;6842199,35;71249;2366;2596;2596;2778;2,213;22,42;139,017;885,012
400kV;1;DAMBRON;GATINAIS;DAMBR;GATI5;614853,93;6779084,01;654199,22;6776674,51;42285;3465;3622;3622;3780;0,848;11,133;92,236;587,193
400kV;2;DAMBRON;GATINAIS;DAMBR;GATI5;614853,93;6779084,01;654199,22;6776674,51;42289;3465;3622;3622;3780;0,848;11,136;92,259;587,339
225kV;1;DAMERY;NOGENTEL;DAMER;NOGEN;763623,71;6886550,2;729716,64;6880502,97;37720;;;;;2,257;15,015;54,374;346,158
225kV;1;DAMERY;VESLE;DAMER;VESLE;763623,71;6886550,2;790498,96;6900893,05;43188;1172;1285;1285;1388;2,612;17,457;62,854;400,139
225kV;1;DANTOU;TUILIERES;DANTO;TUILI;527426,82;6375984,18;512927,61;6419262,92;45976;642;757;757;845;4,112;18,659;64,672;411,717
225kV;1;DANTOU;VERLHAGUET;DANTO;VERLH;527426,82;6375984,18;564918,06;6321826,83;66225;289;543;543;682;5,605;25,282;87,551;557,367
225kV;1;DARSE;RASSUEN;DARSE;RASSU;849592,15;6260713,76;859185,62;6268094,87;17682;795;795;970;970;1,028;6,364;108,307;689,503
225kV;1;DARSE;FEUILLANE;DARSE;FEUIL;849592,15;6260713,76;854377,74;6263619,06;13143;1233;1320;1320;1389;0,787;5,273;18,883;120,211
225kV;2;DARSE;FEUILLANE;DARSE;FEUIL;849592,15;6260713,76;854377,74;6263619,06;13766;1233;1320;1320;1389;0,725;4,838;22,071;140,51
225kV;1;DECHY;MASTAING;DECHY;MASTA;709945,02;7029439,57;720796,5;7022197,91;19226;935;1000;1000;1080;1,705;18,414;27,131;172,721
225kV;1;DISTRE;ORANGERIE (L);DISTR;ORANG;464320,67;6683192,95;515224,62;6641124,15;67333;957;1023;1023;1096;5,963;27,297;94,754;603,221
400kV;1;DISTRE;JUMEAUX (LES);DISTR;JUMEA;464320,67;6683192,95;465746,33;6638065,45;46472;2200;2300;2300;2400;1,395;14,155;87,456;556,761
400kV;2;DISTRE;JUMEAUX (LES);DISTR;JUMEA;464320,67;6683192,95;465746,33;6638065,45;46472;2200;2300;2300;2400;1,394;14,142;87,643;557,955
225kV;1;DOBERIE;RANCE-POSTE;DOBER;RAN.P;297404,38;6836797,04;329297,04;6847029,8;37272;1104;1222;1222;1315;2,133;14,721;54,257;345,412
225kV;1;DOBERIE;TREGUEUX;DOBER;TREGU;297404,38;6836797,04;273994,23;6836773,15;24854;1217;1266;1266;1322;1,421;9,807;36,182;230,339
400kV;1;DOMLOUP;LOUISFERT;DOMLO;LOUIS;361060,47;6786669,25;366982,78;6740494,84;49232;2494;2676;2676;2778;1,469;14,91;92,035;585,913
400kV;1;DOMLOUP;PLAINE HAUTE;DOMLO;P.HA5;361060,47;6786669,25;265552,04;6830584,18;112008;2200;2300;2300;2400;3,396;36,665;197,396;1256,665
400kV;2;DOMLOUP;LOUISFERT;DOMLO;LOUIS;361060,47;6786669,25;366982,78;6740494,84;49165;2494;2676;2676;2778;1,469;14,91;92,035;585,913
400kV;1;DOMLOUP;LAUNAY;DOMLO;LAUNA;361060,47;6786669,25;385686,86;6837723,68;70591;3465;3622;3622;3780;1,411;18,548;153,791;979,061
400kV;2;DOMLOUP;LAUNAY;DOMLO;LAUNA;361060,47;6786669,25;385686,86;6837723,68;70614;3465;3622;3622;3780;1,412;18,552;153,822;979,261
225kV;1;DONZAC;VERLHAGUET;DONZA;VERLH;525700,13;6336144,55;564918,06;6321826,83;44328;831;960;984;1099;2,644;17,552;75,05;477,782
400kV;1;DONZAC;LESQUIVE;DONZA;LESQU;525700,13;6336144,55;561081,41;6303473,98;50522;3255;3600;3600;3780;1,007;13,151;107,82;686,402
400kV;2;DONZAC;VERFEIL;DONZA;VERFE;525700,13;6336144,55;592807,54;6282056,56;90406;3255;3600;3600;3780;1,797;23,746;195,697;1245,845
225kV;1;DONZENAC;FEROUGE;DONZE;FEROU;584031,06;6458366,34;578959,22;6425254,8;43009;814;983;983;1099;2,58;17,133;62,279;396,48
225kV;1;DRONNIERE (LA);FLERS;DRONN;FLERS;456431,68;6898344,68;438900,88;6854406,14;52330;1250;1312;1312;1375;2,977;20,563;75,817;482,663
225kV;1;DRONNIERE (LA);TOURBE;DRONN;TOURB;456431,68;6898344,68;461693,59;6894753,4;10567;1308;1408;1408;1478;0,614;4,094;14,797;94,202
225kV;2;DRONNIERE (LA);TOURBE;DRONN;TOURB;456431,68;6898344,68;461693,59;6894753,4;10550;1308;1408;1408;1478;0,615;4,098;14,81;94,285
225kV;1;ECHALAS;RIVIERE (LA);ECHAL;RIVIE;834271,61;6494838,59;809903,38;6480298,45;28844;1800;2030;2030;2224;0,865;8,422;57,082;363,397
225kV;1;ECHALAS;SOLEIL (LE);ECHAL;SOLEI;834271,61;6494838,59;810162,94;6485710,3;28207;1375;1437;1437;1500;0,89;8,83;54;
400kV;2;ECHALAS;PIVOZ-CORDIER;ECHAL;P.COR;834271,61;6494838,59;837769,11;6480423,73;16748;3465;3622;3622;3780;0,268;4,901;32,791;208,756
225kV;1;ECHALAS;GIVORS;ECHAL;GIVOR;834271,61;6494838,59;839375,9;6498524,73;6946;900;910;1015;1080;0,42;2,89;18;
225kV;2;ECHALAS;GIVORS;ECHAL;GIVOR;834271,61;6494838,59;839375,9;6498524,73;7034;900;910;1015;1080;0,42;2,89;22;140,056
225kV;1;ECHINGHEN;SORRUS;ECHIN;SORRU;603747,19;7067531,02;609087,32;7040529,32;29715;935;935;935;935;2,65;12,047;41,776;265,956
225kV;1;ECHINGHEN;MANDARINS;ECHIN;MANDA;603747,19;7067531,02;614318,47;7090366,35;31993;;;;;1,919;12,79;46,211;294,186
225kV;1;EGUZON;MAUREIX (LE);EGUZO;MAURE;594090,84;6596206,45;581051,16;6537413,77;76254;905;1003;1003;1063;6,387;30,781;108,205;688,857
225kV;1;EGUZON;MOUSSEAUX;EGUZO;MOUS5;594090,84;6596206,45;602876,38;6635412,65;51013;520;831;831;895;4,591;21,708;85,033;541,339
225kV;1;EGUZON;MONTLUCON;EGUZO;MTLUC;594090,84;6596206,45;669583,54;6580127,94;79482;497;596;596;663;10,43;34,48;107;
225kV;1;EGUZON;STE-FEYRE;EGUZO;SSFEY;594090,84;6596206,45;616808,04;6566883,75;41628;832;921;921;975;3,918;16,521;60,131;382,808
400kV;1;EGUZON;PLAUD;EGUZO;PLAUD;594090,84;6596206,45;534024,32;6536983,31;85207;2200;2300;2300;2400;2,641;29,645;141,511;900,886
225kV;1;EGUZON;ORANGERIE (L);EGUZO;ORANG;594090,84;6596206,45;515224,62;6641124,15;94599;409;644;644;761;8,454;38,123;132,089;840,902
400kV;1;EGUZON;VALDIVIENNE;EGUZO;VALDI;594090,84;6596206,45;519683,07;6598869,22;76000;3465;3622;3622;3780;1,518;19,985;165,917;1056,262
400kV;2;EGUZON;VALDIVIENNE;EGUZO;VALDI;594090,84;6596206,45;519683,07;6598869,22;75954;3465;3622;3622;3780;1,517;19,973;165,821;1055,649
400kV;1;EGUZON;VERGER;EGUZO;VERGE;594090,84;6596206,45;594882,79;6735539,53;143761;2200;2300;2300;2400;4,171;45,846;262,724;1672,554
225kV;1;EGUZON;MARMAGNE;EGUZO;MARMA;594090,84;6596206,45;643945,52;6667080,89;92576;274;412;412;476;14,456;40,726;130,06;827,989
400kV;1;EGUZON;MARMAGNE;EGUZO;MARMA;594090,84;6596206,45;643945,52;6667080,89;88128;2170;2300;2300;2400;2,742;30,811;147,817;941,033
400kV;1;EGUZON;RUEYRES;EGUZO;RUEYR;594090,84;6596206,45;675392,51;6408936,1;225707;1390;1730;;1920;6,694;73,668;400,883;2552,101
225kV;1;ELANCOURT;ST-AUBIN;ELANC;SSAU5;622961,83;6853203,26;636993,67;6848151,65;18556;511;768;768;979;1,122;7,373;29,429;187,354
225kV;1;ELANCOURT;YVELINES-OUEST;ELANC;YVE.O;622961,83;6853203,26;613956,06;6856615,58;12751;1056;1056;1360;1360;0,298;2,013;469,685;2990,108
225kV;1;ELANCOURT;MEZEROLLES;ELANC;MEZE5;622961,83;6853203,26;607795,98;6871087,74;27540;1140;1248;1248;1347;1,676;10,871;39,983;254,538
225kV;1;ENCO-DE-BOTTE;RABATAU;E.BOT;RABAT;901322,28;6250016,31;894674,95;6244944,78;14103;400;400;715;715;0,713;4,3;231,835;1475,909
225kV;1;ENCO-DE-BOTTE;ESCAILLON (L );E.BOT;ESCAI;901322,28;6250016,31;935426,05;6230215,25;42400;1062;1160;1160;1238;2,547;16,892;61,469;391,324
225kV;1;ENCO-DE-BOTTE;PALUN (LA);E.BOT;PALUN;901322,28;6250016,31;901250,86;6266240,12;17835;1001;1093;1093;1165;1,12;7,113;25,447;
225kV;2;ENCO-DE-BOTTE;PALUN (LA);E.BOT;PALUN;901322,28;6250016,31;901250,86;6266240,12;17816;1001;1093;1093;1165;1,123;7,058;25,779;164,112
225kV;1;ENCO-DE-BOTTE;REALTOR;E.BOT;REALT;901322,28;6250016,31;889736,8;6263661,17;23562;1062;1160;1160;1238;1,336;8,918;32,087;204,274
225kV;1;ENVAL;VOLVIC;ENVAL;VOLVI;699942,87;6518399,32;705099,19;6532201,86;15031;814;983;983;1099;0,87;6,07;21;
225kV;1;ENVAL;ISSOIRE;ENVAL;ISSOI;699942,87;6518399,32;719889,96;6494868,06;31568;617;740;740;826;2,87;13,21;47;
225kV;1;ESCAILLON (L );NEOULES;ESCAI;NEOUL;935426,05;6230215,25;945420,04;6246765,15;24415;935;935;1085;1085;0,956;7,044;397,669;2531,642
225kV;1;FALLOU;NOVION;FALLO;NOVIO;645845,66;6871538,47;649030,3;6868460,24;4998;620;620;690;690;0,157;0,536;233,248;1484,903
225kV;2;FALLOU;NOVION;FALLO;NOVIO;645845,66;6871538,47;649030,3;6868460,24;5478;935;935;1105;1105;0,106;0,916;179,152;1140,517
225kV;2;FALLOU;PLESSIS-GASSOT;FALLO;P.GAS;645845,66;6871538,47;658607,94;6881590,99;19369;930;930;1050;1050;1,106;7,46;45,518;289,78
225kV;1;FAMARS;GROS-CAILLOU;FAMAR;G.CAI;736149,27;7023914,45;724148,26;7024363,55;17235;975;1030;1030;1110;1,407;6,986;24,584;156,509
